mp_id,formula,bg_eV,gap_type,ehull,stable,fold0,fold1,fold2,fold3,fold4
mp-1194539,Al2Ag2Bi2S3Cl8,1.9032,Direct,0.0,Stable,train,test,train,train,train
mp-1105330,Cs5U2S4ICl8,0.0,Metal,0.0,Stable,train,train,test,train,train
mp-557809,SbSCl9,1.7743,Direct,0.0,Stable,train,train,train,train,test
mp-1209710,Pr7(S2Cl3)3,2.1879,Direct,0.015,Stable,test,train,train,train,val
mp-559337,Nd7(S2Cl3)3,1.2212,Indirect,0.0174,Stable,train,val,test,val,train
mp-28772,SbSCl9,1.6343,Direct,0.0124,Stable,test,val,train,train,train
mp-28103,USCl9,0.4958,Indirect,0.0137,Stable,train,train,test,train,train
mp-1188245,Nb2S4Cl9O5,0.0,Metal,1.1673,Unstable,train,train,train,train,test
mp-555900,Nb2Tl5S4Cl9,1.6183,Indirect,0.002,Stable,test,train,train,train,val
mp-621112,Cs5Nb2S4Cl9,1.7925,Indirect,0.0,Stable,test,train,train,train,train
mp-648469,SbP2SN3Cl10,1.8468,Indirect,0.072,Stable,train,val,train,train,test
mp-28211,IrS3Cl11,1.8369,Indirect,0.0,Stable,test,train,train,train,val
mp-555493,Re2S2NCl11,0.3737,Indirect,0.0728,Stable,test,train,train,train,train
mp-556726,Re2SCl12,0.7012,Indirect,0.0384,Stable,train,test,train,train,train
mp-624474,Ru(SCl3)4,0.0961,Direct,0.0442,Stable,val,test,train,train,train
mp-649080,Ti2SCl12,1.9423,Indirect,0.0161,Stable,train,train,train,train,test
mp-28865,Os(SCl6)2,0.0327,Indirect,0.0202,Stable,val,test,train,train,train
mp-2230438,MgTi2S2(Cl6O)2,0.5763,Indirect,0.1484,Unstable,train,test,train,val,train
mp-2230365,MgTi2S2(Cl6O)2,0.6648,Indirect,0.1278,Unstable,train,train,train,val,test
mp-653758,Ru2S4Cl13,0.0005,Indirect,0.0668,Stable,train,train,train,train,test
mp-706455,As4S11(N6Cl7)2,1.2323,Direct,0.2546,Unstable,train,test,train,val,train
mp-1196451,Ga3Sb7(S4Cl7)2,2.0643,Direct,0.0,Stable,train,train,train,train,test
mp-1212273,Os(SCl4)6,0.022,Indirect,0.3346,Unstable,train,train,train,val,test
mp-721815,HgSBr,0.0,Metal,0.0878,Stable,train,train,test,train,train
mp-1208299,TbSBr,2.9277,Indirect,0.0,Stable,train,train,train,val,test
mp-1208844,SmSBr,2.9463,Indirect,0.0,Stable,val,test,train,train,train
mp-1209293,PrSBr,2.8424,Indirect,0.0,Stable,train,test,train,train,train
mp-1212521,GdSBr,1.6455,Indirect,0.0846,Stable,val,train,val,test,train
mp-27180,NdSBr,2.6382,Indirect,0.0,Stable,train,train,train,train,test
mp-652046,Re3S4Br,1.6485,Indirect,0.0,Stable,train,train,train,test,train
mp-29231,Mo3S3Br,0.0,Metal,0.028,Stable,train,train,train,train,test
mp-1209893,NbSBr,0.0,Metal,0.0259,Stable,train,test,train,train,train
mp-554769,MoSBr,0.795,Indirect,0.0172,Stable,train,train,train,train,test
mp-1215080,Ag12SBr,0.3945,Direct,1.7073,Unstable,train,train,test,train,val
mp-510347,In5S5Br,1.1149,Indirect,0.0,Stable,val,train,test,train,val
mp-1103194,SbSBr,1.7634,Indirect,0.002,Stable,test,train,val,train,train
mp-36600,Ag3SBr,0.3977,Indirect,0.0683,Stable,test,val,train,train,train
mp-1207325,YbSBr,1.6791,Indirect,1.9467,Unstable,test,train,train,train,train
mp-1207375,ErSBr,0.0295,Indirect,1.9483,Unstable,val,train,train,test,train
mp-27246,LuSBr,2.9943,Direct,0.0,Stable,test,train,train,train,val
mp-22998,CrSBr,0.0,Metal,0.0,Stable,train,train,train,test,train
mp-28928,DySBr,2.8776,Direct,0.0,Stable,test,train,train,train,train
mp-560054,LuSBr,2.7179,Indirect,0.4012,Unstable,train,test,train,val,val
mp-1229116,Ag3SBr,0.3987,Indirect,0.0637,Stable,train,train,train,test,train
mp-1209341,PrSBr,2.7479,Indirect,0.0022,Stable,test,val,train,train,val
mp-1211452,LaSBr,2.7908,Indirect,0.0,Stable,val,test,train,train,train
mp-1213818,CeSBr,0.0,Metal,0.0272,Stable,train,train,test,train,train
mp-22971,SbSBr,1.7767,Indirect,0.0,Stable,train,test,train,val,train
mp-23324,BiSBr,2.032,Indirect,0.0,Stable,train,train,train,train,test
mp-1105645,Ag3SBr,0.2964,Indirect,0.0983,Stable,train,val,train,train,test
mp-1229151,Ag15S5I4Br,0.5666,Indirect,0.0653,Stable,train,train,test,train,train
mp-703875,Pr3Si2S8Br,2.6796,Indirect,0.011,Stable,train,test,val,train,train
mp-1078379,FeBiS2Br,0.2637,Indirect,0.2748,Unstable,train,val,train,test,val
mp-1206068,InBi2S4Br,1.627,Indirect,0.0027,Stable,train,test,train,val,train
mp-554061,MnSbS2Br,0.6737,Direct,0.0138,Stable,train,train,train,train,test
mp-557805,MnBiS2Br,0.7358,Direct,0.0001,Stable,test,train,train,train,train
mp-559864,InSb2S4Br,1.5308,Indirect,0.0,Stable,test,val,train,train,train
mp-559588,CdSbS2Br,1.5285,Indirect,0.0136,Stable,train,train,train,test,train
mp-561079,CdBiS2Br,1.7295,Indirect,0.0177,Stable,val,train,train,val,test
mp-1213133,CuTeSBr,1.2396,Indirect,0.0945,Stable,val,train,train,train,test
mp-557980,CuS4BrN4,0.9281,Indirect,0.357,Unstable,val,test,train,val,train
mp-1194050,Gd3Si2S8Br,0.0,Metal,0.0769,Stable,train,train,train,test,train
mp-555527,Sm3Si2S8Br,2.6145,Direct,0.0,Stable,train,train,train,test,train
mp-559237,Nd3Si2S8Br,2.664,Direct,0.0,Stable,train,test,train,train,val
mp-560523,La3Si2S8Br,2.552,Indirect,0.0,Stable,test,val,train,train,train
mp-560468,Pr3Si2S8Br,2.6881,Direct,0.0,Stable,test,train,val,train,train
mp-669378,Ce3Si2S8Br,0.0883,Indirect,0.0,Stable,test,train,train,val,train
mp-1224043,In2AgS3Br,0.9666,Direct,0.0085,Stable,train,test,train,train,train
mp-555074,Hg3AsS4Br,1.5415,Indirect,0.0017,Stable,val,train,train,val,test
mp-1225964,Cu3Bi2S4Br,0.8068,Indirect,0.0081,Stable,train,train,test,train,val
mp-1196166,CuP4S3Br,1.9335,Indirect,0.0005,Stable,train,train,train,train,test
mp-985591,Li6PS5Br,2.1394,Indirect,0.0505,Stable,train,train,train,test,train
mp-1229171,Ag6S2IBr,0.5861,Indirect,0.0811,Stable,train,train,train,test,train
mp-555267,CuHgSBr,0.51,Indirect,0.0309,Stable,train,test,train,train,train
mp-560067,AgHgSBr,1.2604,Indirect,0.0,Stable,train,train,val,test,train
mp-554879,CuHgSBr,0.4492,Indirect,0.0288,Stable,train,train,test,train,train
mp-555645,CuHgSBr,0.5368,Direct,0.0328,Stable,train,train,train,train,test
mp-1195713,Ba3FeS4Br,0.4962,Indirect,0.0119,Stable,train,train,val,test,val
mp-1202647,La2SbS5Br,1.8641,Indirect,0.0,Stable,train,train,train,train,test
mp-1204726,Ba3GaS4Br,3.0328,Direct,0.0,Stable,val,train,train,test,train
mp-554459,Pr6S4BrN3,1.3802,Indirect,0.0,Stable,train,test,train,train,train
mp-559019,Nd6S4BrN3,1.399,Indirect,0.0,Stable,train,test,train,train,train
mp-559994,La6S4BrN3,1.4091,Indirect,0.0,Stable,train,train,train,test,train
mp-629511,Ce2SbS5Br,0.0,Metal,0.0,Stable,test,train,train,train,train
mp-680421,Ce6S4BrN3,0.0,Metal,0.0,Stable,train,train,train,train,test
mp-1197804,CuP4S3Br,1.74,Indirect,0.0,Stable,train,train,test,train,train
mp-1188137,CdHgSBr,0.0,Metal,0.3,Unstable,train,test,train,train,train
mp-554627,Cu6PS5Br,0.8184,Direct,0.0015,Stable,test,train,train,val,train
mp-1199707,K4Mo2S4BrO20,0.0,Metal,0.5745,Unstable,test,train,train,train,train
mp-1198103,CuAs7PS7Br,1.8225,Direct,0.0,Stable,val,train,train,train,test
mp-1197719,CuAs12P4S12Br,2.2876,Indirect,0.0,Stable,train,val,train,train,test
mp-1223297,LaCeSbS5Br,0.3095,Indirect,0.0354,Stable,test,train,train,train,train
mp-1224197,K3Sn2S3BrO3,0.8789,Indirect,0.5993,Unstable,train,test,train,train,train
mp-676501,K3Sn2S3BrO12,3.4126,Indirect,0.0108,Stable,train,train,train,test,train
mp-1079264,Nb(SBr)2,1.4107,Indirect,0.0008,Stable,train,train,test,train,train
mp-29096,Hg3(SBr)2,1.487,Indirect,0.0,Stable,train,test,train,val,val
mp-559832,Hg3(SBr)2,1.609,Indirect,0.0015,Stable,train,train,val,train,test
mp-1079487,Nb(SBr)2,1.5,Indirect,0.0,Stable,test,train,train,train,val
mp-540792,Ge2S3Br2,2.4518,Indirect,0.0,Stable,val,train,test,val,train
mp-28037,Mo2SBr2,0.9875,Direct,0.0,Stable,train,train,train,train,test
mp-1147540,Ba2Cu(SBr)2,0.0,Metal,0.2801,Unstable,train,train,test,train,train
mp-1147542,Ba2Cu(SBr)2,0.0,Metal,0.0129,Stable,train,test,train,train,train
mp-1194529,SnHg2(SBr)2,2.1758,Indirect,0.1329,Unstable,train,test,train,train,val
mp-1226093,Cu3Bi2S3Br2,0.0,Metal,0.0538,Stable,train,train,test,train,train
mp-554096,SnHg2(SBr)2,2.3372,Direct,0.052,Stable,val,train,train,test,train
mp-622294,Hg2Pb(SBr)2,2.296,Indirect,0.0917,Stable,train,train,test,train,train
mp-622273,SnHg2(SBr)2,2.3956,Indirect,0.0719,Stable,val,train,train,test,train
mp-643460,SnHg2(SBr)2,1.929,Indirect,0.0057,Stable,val,train,test,train,train
mp-683890,CsRe3(S2Br)2,1.8417,Indirect,0.0,Stable,train,train,train,train,test
mp-680334,LaSb(SBr)2,2.1637,Indirect,0.0,Stable,train,test,train,train,train
mp-680417,CeSb(SBr)2,0.0,Metal,0.0202,Stable,train,train,train,test,train
mp-555484,VS2Br2N3,0.7769,Indirect,0.2175,Unstable,train,train,test,train,train
mp-1214970,Ag6Ge(S2Br)2,0.5586,Indirect,0.0143,Stable,train,val,test,train,train
mp-1228968,Ba4Ge2Pb(S4Br)2,2.0767,Indirect,0.0021,Stable,train,train,train,train,test
mp-1228355,Ba4SnGe2(S4Br)2,1.9955,Indirect,0.0025,Stable,train,train,train,test,train
mp-1228012,Bi19(S9Br)3,1.3293,Indirect,0.0107,Stable,train,test,train,train,train
mp-1079481,AlSBr3,0.1479,Indirect,0.3612,Unstable,train,test,val,train,train
mp-1209349,Re3S4Br3,0.0,Metal,0.0275,Stable,test,train,train,train,train
mp-558847,AlSBr3N,1.8744,Indirect,0.069,Stable,test,train,val,train,train
mp-669564,CsRe6S8Br3,1.6143,Indirect,0.0057,Stable,train,val,train,test,train
mp-1224301,Hg6S4IBr3,0.0,Metal,0.1156,Unstable,train,train,train,test,train
mp-1202203,Cu3P4(SBr)3,1.4823,Direct,0.0061,Stable,test,train,train,train,val
mp-28518,Tl6SBr4,1.8121,Direct,0.0044,Stable,test,train,train,train,train
mp-559911,V4S9Br4,0.6915,Indirect,0.0,Stable,test,train,train,val,train
mp-561582,WSBr4,1.2761,Indirect,0.0,Stable,train,train,test,val,train
mp-2217831,MgNb2(SBr)4,1.1908,Indirect,0.1606,Unstable,train,train,train,train,test
mp-2240954,MgNb2(SBr)4,0.6305,Indirect,0.2838,Unstable,train,train,test,train,train
mp-2241507,MgNb2(SBr)4,0.8101,Indirect,0.2864,Unstable,test,val,train,train,train
mp-1193765,FeS4Br4N5,0.0,Metal,0.6117,Unstable,train,test,train,train,train
mp-731744,FeS4Br4N5,0.8111,Indirect,0.5037,Unstable,train,train,test,train,val
mp-2229216,MgV2S4(Br2N3)2,0.7182,Indirect,0.3708,Unstable,test,val,train,train,train
mp-1191291,Hg2SBr4N2O3,2.4712,Direct,0.9014,Unstable,train,test,train,val,train
mp-1223434,LaCeSb2(SBr)4,0.4332,Indirect,0.0107,Stable,train,train,test,train,train
mp-2229658,MgV2S4(Br2N3)2,0.6042,Indirect,0.368,Unstable,val,val,train,test,train
mp-2229921,MgV2S4(Br2N3)2,0.4932,Indirect,0.3699,Unstable,train,train,test,train,val
mp-28297,Nd3S2Br5,2.85,Indirect,0.0202,Stable,train,train,train,test,val
mp-1204377,TlHg6S4Br5,2.1407,Direct,0.0097,Stable,test,train,val,val,val
mp-561414,K3Hg3S2Br5O6,2.0351,Indirect,0.0611,Stable,train,train,test,train,train
mp-555088,Nd4(SBr2)3,2.8096,Indirect,0.0189,Stable,test,val,train,train,train
mp-1245640,Pb4SBr6,2.2614,Indirect,0.043,Stable,val,train,train,test,val
mp-1207395,ZrHg3(SBr3)2,1.8586,Direct,0.0,Stable,train,test,train,train,train
mp-555833,Hg3As8(S4Br3)2,1.7802,Indirect,0.0,Stable,train,train,train,train,test
mp-556341,Ti4S8Br6O,1.4006,Indirect,0.0,Stable,train,train,test,val,train
mp-1196084,NaB6S4(Br3O4)2,1.7688,Direct,0.6149,Unstable,train,train,test,val,train
mp-29057,Nb3SBr7,0.7444,Direct,0.0,Stable,val,train,val,test,train
mp-29599,Re3(SBr)7,1.3351,Direct,0.0,Stable,test,train,train,train,train
mp-31015,Ta3SBr7,0.8133,Indirect,0.0049,Stable,train,test,train,val,train
mp-573274,CsNb3SBr7,0.038,Indirect,0.0,Stable,train,train,train,train,test
mp-1182756,Cs5Tc6S8Br7,1.7601,Indirect,0.0,Stable,test,train,train,train,train
mp-559724,Ta4S9Br8,1.2971,Indirect,0.1319,Unstable,test,train,train,val,train
mp-556239,Cs5Nb2S4Br9,1.775,Indirect,0.0,Stable,train,test,train,train,train
mp-558099,Nb2Tl5S4Br9,1.6588,Indirect,0.0141,Stable,train,test,train,train,train
mp-674324,Sn7(SBr5)2,2.0136,Indirect,0.111,Unstable,val,test,train,train,train
mp-1180384,Nb6Tl3SBr17,0.1464,Indirect,0.2742,Unstable,test,train,train,train,train
mp-1211937,K3Nb6SBr17,0.5802,Indirect,0.0051,Stable,train,val,train,test,val
mp-1213734,Cs3Nb6SBr17,0.578,Indirect,0.0,Stable,train,train,test,train,train
mp-559037,Rb3Nb6SBr17,0.5826,Indirect,0.0,Stable,train,train,test,train,train
mp-680340,Nb6Tl3SBr17,0.3199,Indirect,0.2523,Unstable,train,train,train,train,test
mp-1197248,NaB24S6(Br2O)12,0.0,Metal,0.7045,Unstable,test,train,train,train,train
mp-632480,Ag3SI,0.1676,Indirect,0.0737,Stable,train,test,train,train,train
mp-673825,Ag3SI,0.257,Indirect,0.0848,Stable,train,train,test,train,train
mp-676121,Ag3SI,0.3739,Indirect,0.0739,Stable,train,val,train,test,val
mp-685999,Ag4SI,0.0,Metal,0.273,Unstable,val,train,train,train,test
mp-22995,Ag3SI,0.5478,Indirect,0.0668,Stable,train,train,test,train,train
mp-676561,Ag3SI,0.333,Indirect,0.0776,Stable,train,val,train,train,test
mp-2762805,NbSI,0.5914,Indirect,0.0,Stable,test,train,val,train,train
mp-541073,SmSI,2.4395,Indirect,0.0,Stable,test,val,train,train,train
mp-1211900,K3SI,1.0356,Direct,0.1631,Unstable,test,train,train,train,train
mp-2912506,K3SI,1.3709,Direct,0.1484,Unstable,train,test,train,val,val
mp-1080544,GdSI,0.0,Metal,0.5026,Unstable,train,test,train,train,train
mp-1207611,YSI,1.0647,Indirect,0.3283,Unstable,train,train,train,train,test
mp-1208330,TbSI,1.1186,Indirect,0.2979,Unstable,test,train,train,train,train
mp-1207695,TmSI,1.1277,Indirect,0.3465,Unstable,val,train,train,train,test
mp-1212974,ErSI,1.1142,Indirect,0.3235,Unstable,train,train,test,train,train
mp-1210823,LuSI,1.1589,Indirect,0.3525,Unstable,test,train,train,train,val
mp-1062795,CoSI,0.0,Metal,0.6646,Unstable,train,train,train,test,train
mp-1209965,NbSI,0.0,Metal,0.0112,Stable,train,test,train,train,train
mp-1210554,MoSI,0.908,Indirect,0.0229,Stable,val,train,test,train,train
mp-1215073,Ag12SI,0.4024,Direct,1.699,Unstable,train,train,train,test,train
mp-558189,Ag3SI,0.6243,Indirect,0.1164,Unstable,test,train,train,train,train
mp-1095595,SbSI,1.6628,Indirect,0.0025,Stable,val,test,val,train,val
mp-675879,Ag3SI,0.3216,Direct,0.0755,Stable,train,test,train,train,train
mp-1173025,Ag3SI,0.3398,Indirect,0.0867,Stable,train,test,train,train,val
mp-1018731,HoSI,2.7206,Direct,0.0,Stable,val,test,train,train,train
mp-28929,DySI,2.7811,Direct,0.0,Stable,train,val,test,val,val
mp-556135,GdSI,1.4872,Indirect,0.0,Stable,train,train,train,test,val
mp-674981,Ag3SI,0.2624,Indirect,0.0772,Stable,val,test,train,train,train
mp-1211464,LaSI,2.1752,Direct,0.0,Stable,train,train,val,val,test
mp-1209894,NdSI,2.0315,Direct,0.0,Stable,val,train,train,train,test
mp-1209328,PrSI,2.0481,Direct,0.0,Stable,train,train,test,train,train
mp-680698,CeSI,0.0,Metal,0.036,Stable,train,train,train,train,test
mp-23041,SbSI,1.6276,Indirect,0.0,Stable,train,train,train,test,train
mp-23007,SbSI,0.7998,Indirect,0.2679,Unstable,train,test,train,train,train
mp-23514,BiSI,1.8669,Indirect,0.0028,Stable,test,train,train,train,train
mp-973217,SbSI,1.5064,Indirect,0.02,Stable,train,val,test,train,train
mp-1181832,CoSI,0.0,Metal,0.1063,Unstable,train,train,test,train,train
mp-1222482,Li6AsS5I,1.5398,Direct,0.0,Stable,train,train,test,train,train
mp-1147584,NaCuSI,0.0,Metal,0.5532,Unstable,test,train,train,train,train
mp-729448,K2SIO7,0.0,Metal,0.0482,Stable,train,test,train,train,train
mp-23090,La3Si2S8I,2.507,Indirect,0.0,Stable,train,val,test,train,train
mp-555409,Ce3Si2S8I,0.1101,Indirect,0.0,Stable,train,train,test,train,train
mp-558259,Pr3Si2S8I,2.5715,Indirect,0.0,Stable,val,test,train,train,train
mp-560356,Sm3Si2S8I,2.5736,Direct,0.0,Stable,train,val,test,train,train
mp-560853,Tb3Si2S8I,2.4577,Direct,0.0156,Stable,test,train,train,train,train
mp-561126,Nd3Si2S8I,2.548,Direct,0.0,Stable,train,train,test,train,train
mp-23140,AgHgSI,1.3584,Direct,0.0,Stable,train,train,train,train,test
mp-985582,Li6PS5I,2.1923,Indirect,0.0189,Stable,train,test,train,val,train
mp-542426,CuHgSI,0.4529,Direct,0.021,Stable,train,train,val,test,train
mp-558446,AgHgSI,1.1391,Indirect,0.0011,Stable,train,train,train,test,train
mp-1214805,AsPb2S3I,1.8295,Indirect,0.0066,Stable,train,val,test,train,train
mp-554724,CuP4S3I,1.7314,Indirect,0.0,Stable,val,val,test,train,train
mp-1105564,Ni8Bi8SI,0.0,Metal,0.0,Stable,test,train,train,train,train
mp-1211176,Li6AsS5I,1.5998,Direct,0.0054,Stable,train,train,train,train,test
mp-950995,Li6PS5I,2.5333,Direct,0.0021,Stable,train,train,test,train,train
mp-1223524,La2CeSi2S8I,0.34,Indirect,0.0013,Stable,test,train,train,train,train
mp-1197963,K3SmGa3B12S12I,2.4325,Direct,0.0,Stable,val,test,train,train,train
mp-1247930,Ag7(SI)2,0.0,Metal,0.1669,Unstable,train,test,train,train,train
mp-675987,Ag7(SI)2,0.0,Metal,0.1832,Unstable,test,train,train,val,train
mp-1205799,Mo(SI)2,0.0,Metal,0.1212,Unstable,test,train,train,train,val
mp-1207211,Tl2SI2,1.5577,Indirect,0.577,Unstable,train,train,train,test,train
mp-27928,Ge2S3I2,2.2543,Indirect,0.0,Stable,train,train,train,train,test
mp-1173335,SbSI2,0.0,Metal,0.2673,Unstable,train,test,train,train,train
mp-1173327,SbSI2,0.0,Metal,0.2682,Unstable,test,train,train,train,val
mp-23386,Sn2SI2,1.6389,Direct,0.0,Stable,train,val,test,train,train
mp-29956,Hg3(SI)2,1.3129,Indirect,0.0,Stable,train,train,test,train,train
mp-2646936,CsSbSI2,0.136,Direct,0.1201,Unstable,train,train,train,train,test
mp-2646986,CsSbSI2,0.1128,Indirect,0.1712,Unstable,val,train,train,train,test
mp-557605,Hg2Pb(SI)2,1.6317,Indirect,0.0201,Stable,train,train,train,test,train
mp-1200918,HgS2(IN2)2,0.0796,Direct,1.3834,Unstable,train,val,test,train,val
mp-554735,HgAs4(S2I)2,2.0573,Indirect,0.0044,Stable,val,train,train,test,train
mp-2646919,CsSbSI2,0.1339,Direct,0.1101,Unstable,train,test,train,train,train
mp-1220146,Ni8Bi8SI2,0.0,Metal,0.0,Stable,test,train,train,train,train
mp-1216409,Zn2Hg3(S2I)2,0.6008,Direct,0.3,Unstable,test,val,train,train,val
mp-556866,Ag2HgSI2,1.2212,Direct,0.0,Stable,train,val,test,val,train
mp-2647049,CsSbSI2,0.072,Direct,0.1185,Unstable,val,train,train,val,test
mp-559814,Li5SbS3I2,2.7011,Direct,0.0,Stable,train,train,train,test,val
mp-2646928,CsSbSI2,0.1231,Indirect,0.1344,Unstable,test,train,train,train,train
mp-2646926,CsSbSI2,0.1458,Indirect,0.1216,Unstable,train,train,train,test,train
mp-2647159,CsSbSI2,0.0,Metal,0.1347,Unstable,train,train,train,test,train
mp-1200181,Cu2As9P3S9I2,2.0858,Indirect,0.0,Stable,train,train,train,test,train
mp-1215087,Ag3SI3,0.28,Direct,1.1209,Unstable,val,test,train,train,train
mp-1227984,Bi19(S9I)3,1.2929,Direct,0.0113,Stable,train,train,test,train,train
mp-30934,As(S8I)3,2.0753,Indirect,0.0,Stable,train,val,train,test,train
mp-540656,Sb(S8I)3,2.5185,Indirect,0.0,Stable,train,val,train,test,train
mp-1215096,Ag3SI3,0.366,Indirect,1.1158,Unstable,train,test,val,train,train
mp-578882,SbPb2S2I3,1.9425,Direct,0.0273,Stable,val,val,train,train,test
mp-565597,Cu3P4S4I3,1.626,Direct,0.0,Stable,train,val,test,train,train
mp-1219558,SbPb2S2I3,1.4019,Indirect,0.0483,Stable,test,train,train,val,train
mp-1219046,Sn2SbS2I3,1.0658,Direct,0.0559,Stable,train,test,train,val,train
mp-559307,Cu3P4(SI)3,1.6135,Indirect,0.0059,Stable,train,test,train,train,train
mp-561134,Sn2SbS2I3,0.6252,Indirect,0.0889,Stable,train,train,train,test,train
mp-27938,Tl6SI4,1.7784,Direct,0.0,Stable,train,train,test,val,train
mp-1179755,Sn(S4I)4,0.3027,Direct,0.1588,Unstable,test,val,train,train,train
mp-557101,Sn(S4I)4,1.7979,Direct,0.0,Stable,train,val,train,train,test
mp-649878,Sn(S4I)4,1.0174,Direct,0.0554,Stable,train,test,val,train,train
mp-676430,Ag9(SI)4,0.0,Metal,0.1168,Unstable,test,train,train,train,train
mp-560411,CdSb6(S2I)4,1.5565,Indirect,0.0022,Stable,val,train,test,train,train
mp-669364,Cs3Re3(SI)4,2.4339,Indirect,0.0,Stable,train,train,train,train,test
mp-1219479,Sb4Se3SI4,1.3967,Indirect,0.0043,Stable,test,train,val,train,train
mp-1225117,La9Ce3Si8(S8I)4,0.4765,Indirect,0.0073,Stable,train,train,train,train,test
mp-555458,Ba4Fe2S4I5,0.0,Metal,0.0222,Stable,train,test,train,train,train
mp-1208893,Sn7(SI3)2,0.2026,Indirect,0.0783,Stable,train,train,test,train,train
mp-23066,Pb5(SI3)2,1.8469,Direct,0.0257,Stable,train,val,train,test,train
mp-540644,Sn4SI6,1.2495,Indirect,0.0006,Stable,train,train,val,test,val
mp-1205269,NaB6S4(I3O4)2,1.1777,Indirect,0.6368,Unstable,train,train,train,train,test
mp-541158,Nb3SI7,0.5787,Indirect,0.0,Stable,train,train,train,test,train
mp-1208574,Ta4Se8SI8,1.0721,Direct,0.0,Stable,val,train,test,train,train
mp-654051,Nb6SI9,0.0,Metal,0.0,Stable,train,train,test,train,train
mp-583476,Nb7S2I19,0.4354,Indirect,0.0,Stable,train,test,train,train,train
mp-696195,YSeF,2.1589,Direct,0.0124,Stable,train,train,train,test,train
mp-12620,NdSeF,0.9158,Direct,0.0,Stable,train,test,val,train,train
mp-27312,Nb2SeF14,4.8456,Indirect,0.0016,Stable,train,test,train,train,train
mp-27313,NbSeF9,5.0491,Indirect,0.0,Stable,train,train,test,train,train
mp-27617,Ce2SeF4,0.0,Metal,0.0,Stable,test,train,train,train,train
mp-1207668,TmSeF,1.8704,Indirect,0.0,Stable,test,train,val,train,train
mp-1210620,LuSeF,1.9077,Indirect,0.0418,Stable,train,train,test,train,train
mp-7738,LaSeF,1.7261,Direct,0.0,Stable,train,train,train,test,train
mp-1095263,HoSeF,2.8304,Indirect,0.0,Stable,train,train,train,test,train
mp-1187888,YSeF,2.4302,Indirect,0.0124,Stable,train,train,train,test,train
mp-1195065,HoSeF,2.1005,Direct,0.0221,Stable,train,train,val,test,train
mp-27123,ErSeF,2.1822,Direct,0.0218,Stable,train,val,val,test,train
mp-556111,YSeF,1.5788,Indirect,0.1034,Unstable,val,train,train,train,test
mp-1095437,LuSeO3F,3.8707,Indirect,0.0,Stable,train,train,train,train,test
mp-1101793,YSeO3F,3.8843,Indirect,0.0,Stable,test,train,train,val,train
mp-9205,KSeO2F,3.3338,Indirect,0.0,Stable,train,train,train,test,train
mp-1079647,BaAgSeF,1.2693,Direct,0.0,Stable,train,train,train,train,test
mp-22392,SmCuSeF,0.0,Metal,0.3909,Unstable,train,train,val,test,train
mp-21228,SrCuSeF,1.1989,Direct,0.0005,Stable,val,val,test,train,train
mp-21356,EuCuSeF,0.0305,Indirect,0.0,Stable,train,train,train,test,train
mp-9195,BaCuSeF,1.4265,Direct,0.0,Stable,train,train,train,test,train
mp-1190442,FeSeO3F,1.4261,Indirect,0.0,Stable,train,val,test,train,val
mp-1214921,AsSe(BrF2)3,2.5724,Indirect,0.0,Stable,train,val,test,val,train
mp-554706,AsSe(ClF2)3,3.7178,Indirect,0.0,Stable,val,val,test,train,train
mp-555022,LuSeO3F,4.2951,Indirect,0.0389,Stable,train,train,train,test,train
mp-555955,LaSeO3F,3.806,Indirect,0.0,Stable,train,train,train,train,test
mp-556169,YSeO3F,4.2667,Indirect,0.0237,Stable,train,test,train,val,train
mp-556999,ErSeO3F,4.3039,Indirect,0.0023,Stable,val,val,train,test,train
mp-557457,TmSeO3F,4.3012,Indirect,0.0,Stable,train,train,test,train,train
mp-558026,SbSe(IF2)3,1.4501,Indirect,0.0,Stable,train,train,test,train,train
mp-558538,HoSeO3F,4.2961,Indirect,0.0009,Stable,train,test,val,train,train
mp-559575,AsSe(IF2)3,1.4197,Indirect,0.0,Stable,train,train,train,train,test
mp-9405,K3SeO4F,3.6512,Indirect,0.0069,Stable,val,train,train,test,train
mp-1195159,Tb2SeOF2,2.8113,Direct,0.0,Stable,train,train,train,train,test
mp-1194932,Sm2SeOF2,2.781,Direct,0.0,Stable,test,train,train,train,val
mp-1195358,Ho2SeOF2,2.8658,Indirect,0.0046,Stable,test,train,train,train,train
mp-1194579,Dy2SeOF2,2.8498,Direct,0.0,Stable,train,val,val,train,test
mp-1194517,Nd2SeOF2,2.6633,Direct,0.0068,Stable,test,val,train,train,train
mp-1194754,Gd2SeOF2,1.3484,Indirect,0.0,Stable,train,train,train,train,test
mp-1209762,SbTe2SeF6,1.4719,Direct,0.0606,Stable,train,train,test,val,train
mp-561328,SbSe(BrF2)3,2.6001,Indirect,0.0,Stable,train,train,train,train,test
mp-1102514,ScSeO3F,3.6881,Indirect,0.0021,Stable,train,train,val,test,train
mp-558073,Sb2SeI2F11,1.4139,Indirect,0.0105,Stable,train,test,train,train,train
mp-561326,LuSeO3F,3.9164,Indirect,0.0016,Stable,train,train,val,test,train
mp-989544,Cs2SeClF6,0.0,Metal,0.0,Stable,train,test,train,train,train
mp-557635,Sb2TeSeF10,1.5474,Direct,0.0553,Stable,train,train,train,train,test
mp-17921,NbSeOF7,4.5144,Indirect,0.0,Stable,test,train,train,train,train
