mp_id,formula,bg_eV,gap_type,gt_code,ehull,stable,fold0,fold1,fold2,fold3,fold4
mp-707645,,5.6809,Indirect,1,0.0017,Stable,train,train,train,test,train
mp-1200476,,3.0284,Indirect,1,0.0298,Stable,train,train,test,train,train
mp-1202475,,3.3139,Indirect,1,0.3013,Unstable,train,val,train,test,train
mp-1215002,,2.4575,Indirect,1,0.1878,Unstable,train,val,train,test,train
mp-1223113,,0.383,Indirect,1,0.6617,Unstable,train,test,train,train,val
mp-721059,,3.3226,Direct,0,0.3975,Unstable,train,train,test,train,train
mp-705526,,3.4106,Indirect,1,0.3822,Unstable,test,train,train,val,val
mp-643643,,4.8714,Indirect,1,0.0897,Stable,train,train,train,test,train
mp-728472,,3.1831,Indirect,1,0.136,Unstable,test,val,train,train,train
mp-746679,,2.0123,Indirect,1,0.1355,Unstable,train,val,train,val,test
mp-28128,,2.093,Indirect,1,0.0534,Stable,train,train,train,train,test
mp-27362,Nb(SCl)2,1.5102,Direct,0,0.0,Stable,train,val,train,train,test
mp-1206395,Tl2SCl2,2.134,Indirect,1,0.6175,Unstable,train,test,train,train,train
mp-28406,,3.6424,Indirect,1,0.0,Stable,test,train,train,val,train
mp-554711,,2.957,Indirect,1,0.1606,Unstable,train,train,train,train,test
mp-23418,Hg3(SCl)2,1.9398,Indirect,1,0.0,Stable,test,train,train,train,train
mp-1013760,Sn5(S2Cl)2,1.1857,Indirect,1,0.0873,Stable,train,val,train,test,train
mp-1198863,Hg3(SCl)2,1.8038,Direct,0,0.0055,Stable,train,train,train,train,test
mp-1224250,Hg3(SCl)2,0.5971,Direct,0,0.0763,Stable,test,train,val,train,train
mp-1014204,Sn5(S2Cl)2,0.8334,Direct,0,0.0387,Stable,train,val,test,train,train
mp-27699,,1.7172,Indirect,1,0.1932,Unstable,val,train,train,test,train
mp-28405,,3.7871,Indirect,1,0.0,Stable,test,train,train,val,train
mp-1215990,Zn6S5Cl2,1.5051,Indirect,1,0.2743,Unstable,test,val,val,train,train
mp-1179246,,0.9757,Direct,0,0.2108,Unstable,test,val,train,train,train
mp-29573,Sb4S5Cl2,1.943,Indirect,1,0.006,Stable,train,test,val,train,train
mp-672186,,2.3049,Direct,0,0.0,Stable,train,test,train,train,train
mp-1013730,Cd5(S2Cl)2,1.9571,Indirect,1,0.0677,Stable,train,train,train,test,val
mp-1021494,Cd5(S2Cl)2,1.391,Indirect,1,0.0469,Stable,train,test,train,train,train
mp-560845,Cu2As4S3Cl2,1.4078,Indirect,1,0.0286,Stable,train,test,train,train,train
mp-1219905,Pr5S2N3Cl2,0.704,Indirect,1,0.0661,Stable,train,test,train,train,train
mp-1203568,TiP2(S4Cl)2,1.8109,Indirect,1,0.0,Stable,train,train,val,test,train
mp-555435,,1.6486,Indirect,1,0.2603,Unstable,train,train,test,train,train
mp-561329,,1.7657,Direct,0,0.3363,Unstable,val,train,train,train,test
mp-722472,,0.508,Indirect,1,0.583,Unstable,train,test,train,train,val
mp-556430,,1.9841,Direct,0,0.3179,Unstable,train,train,test,train,val
mp-1194018,TiS5(ClO3)2,0.161,Indirect,1,0.633,Unstable,train,train,train,test,val
mp-559071,Ag2Bi2S3Cl2,1.6368,Indirect,1,0.005,Stable,train,train,val,train,test
mp-558979,VS2N3Cl2,0.863,Indirect,1,0.2712,Unstable,test,train,train,train,train
mp-559033,VS2N3Cl2,0.8105,Indirect,1,0.2754,Unstable,test,val,train,val,train
mp-560005,TlRe3(S2Cl)2,1.8577,Indirect,1,0.0,Stable,test,train,train,train,train
mp-1223145,La4S4Cl2O,2.7466,Direct,0,0.014,Stable,test,train,val,train,train
mp-1220227,Nd4S4Cl2O,2.8926,Indirect,1,0.0206,Stable,train,train,train,train,test
mp-1040450,Li5P(S2Cl)2,2.7793,Indirect,1,0.0163,Stable,train,val,train,train,test
mp-559847,Ag5P(S2Cl)2,1.2689,Indirect,1,0.0,Stable,val,train,test,train,train
mp-556040,CaS2(ClO3)2,4.7193,Direct,0,0.0,Stable,train,test,train,train,train
mp-559231,,1.6977,Direct,0,0.286,Unstable,val,train,train,train,test
mp-653096,,1.7076,Indirect,1,0.2959,Unstable,train,val,test,train,train
mp-1214971,Ag6Ge(S2Cl)2,0.6229,Indirect,1,0.011,Stable,val,train,test,train,train
mp-653586,CuS4(N2Cl)2,0.2488,Indirect,1,0.3099,Unstable,test,train,val,val,val
mp-556094,AgBiSCl2,1.0752,Direct,0,0.0,Stable,train,train,train,test,val
mp-554238,CuBiSCl2,0.6432,Direct,0,0.037,Stable,train,test,train,train,train
mp-1190453,Pr3AsS5Cl2,2.1611,Indirect,1,0.0,Stable,train,train,train,val,test
mp-1224553,K8Cu9S8(ClO18)2,0.0467,Indirect,1,0.0095,Stable,train,train,test,train,train
mp-1183030,AgS8N9(ClO6)2,0.0853,Direct,0,0.9203,Unstable,train,train,test,val,train
mp-557645,K5NaS4(ClO6)2,5.1579,Indirect,1,0.0151,Stable,val,train,train,test,train
mp-1182214,,0.8439,Direct,0,0.5526,Unstable,train,train,train,val,test
mp-1193396,,0.9139,Indirect,1,0.5234,Unstable,val,train,train,test,train
mp-1201798,,4.0761,Indirect,1,0.0917,Stable,train,test,train,train,train
mp-1202858,Hg2GeS6Cl2O21,2.1278,Direct,0,0.0,Stable,train,val,train,test,train
mp-1204852,CsMoS(ClO)2,0.3979,Indirect,1,0.4519,Unstable,val,train,train,train,test
mp-732271,,0.6355,Indirect,1,0.5566,Unstable,train,val,test,train,train
mp-1179294,,0.4776,Indirect,1,0.6128,Unstable,train,train,val,train,test
mp-1179382,,0.034,Indirect,1,0.4997,Unstable,train,test,train,train,val
mp-1227702,Ca10Si3S3(ClO12)2,4.2895,Indirect,1,0.0301,Stable,train,train,train,train,test
mp-23645,KBiS(ClO2)2,4.2054,Indirect,1,0.0,Stable,test,train,train,train,train
mp-1189153,K2HgS(ClO2)2,0.2035,Indirect,1,0.4578,Unstable,train,train,test,train,train
mp-1214018,,0.608,Indirect,1,0.6174,Unstable,train,train,train,test,train
mp-42163,Ca10Si3S3(ClO12)2,4.4998,Indirect,1,0.0283,Stable,train,train,test,train,train
mp-695095,Ca19Si6S6(ClO24)2,3.974,Indirect,1,0.045,Stable,train,val,train,test,train
mp-23650,,2.0902,Indirect,1,0.338,Unstable,train,val,train,train,test
mp-605665,,2.2877,Indirect,1,0.0564,Stable,test,train,train,train,train
mp-1198427,RuSN4(ClO)2,0.5038,Indirect,1,1.2056,Unstable,train,train,train,test,train
mp-560601,K2CuS(ClO2)2,0.731,Indirect,1,0.0,Stable,train,train,train,test,val
mp-572902,Cs2CeAsS3Cl2,0.1059,Direct,0,0.0271,Stable,train,train,train,test,train
mp-1204699,,0.9189,Indirect,1,0.2639,Unstable,test,train,val,train,train
mp-1179389,,0.6685,Indirect,1,0.7314,Unstable,train,test,train,train,train
mp-1200189,,4.015,Indirect,1,0.1752,Unstable,train,train,test,train,train
mp-707208,,2.8942,Indirect,1,0.0554,Stable,train,val,train,train,test
mp-726682,,0.5733,Indirect,1,0.767,Unstable,val,train,train,test,train
mp-773893,,3.1101,Indirect,1,0.1269,Unstable,test,train,train,train,train
mp-1197935,,1.3071,Indirect,1,0.4824,Unstable,test,train,train,train,train
mp-766411,,2.0104,Indirect,1,0.0352,Stable,train,train,train,train,test
mp-722401,,4.1704,Indirect,1,0.1189,Unstable,train,train,test,train,val
mp-680331,,2.0705,Direct,0,0.1883,Unstable,train,train,test,train,train
mp-1202335,,4.3852,Indirect,1,0.1293,Unstable,val,train,train,train,test
mp-1204310,,2.4561,Indirect,1,0.1892,Unstable,train,train,train,train,test
mp-1229204,Ag4Hg5S5IBrCl2,0.8687,Direct,0,0.007,Stable,train,train,train,test,train
mp-1200842,,3.8023,Indirect,1,0.0409,Stable,train,test,train,train,train
mp-1204275,,2.0399,Indirect,1,0.0376,Stable,train,train,train,test,train
mp-706983,,3.0173,Indirect,1,0.0491,Stable,train,train,test,train,val
mp-697127,,2.0652,Indirect,1,0.0606,Stable,train,train,val,test,train
mp-1202516,,3.0082,Direct,0,0.169,Unstable,train,test,train,val,train
mp-1199791,,3.684,Indirect,1,0.1865,Unstable,train,train,test,train,train
mp-558736,,2.6715,Indirect,1,0.506,Unstable,test,train,val,train,val
mp-773113,,1.8784,Indirect,1,0.0562,Stable,val,val,test,train,train
mp-699261,,3.3443,Direct,0,0.0336,Stable,train,test,val,train,train
mp-1199490,,1.6434,Direct,0,0.0476,Stable,train,test,train,train,train
mp-723036,,0.3877,Indirect,1,0.101,Unstable,test,train,train,val,train
mp-555563,,3.8268,Direct,0,0.4016,Unstable,train,train,train,train,test
mp-698381,,2.0271,Indirect,1,0.4693,Unstable,train,train,test,train,val
mp-1227599,,3.7859,Direct,0,0.1302,Unstable,test,train,train,train,train
mp-1199171,,1.4274,Indirect,1,0.3303,Unstable,train,train,train,test,train
mp-1205229,,4.1546,Direct,0,0.3083,Unstable,train,train,val,test,train
mp-1199187,,5.115,Indirect,1,0.2902,Unstable,train,train,train,test,train
mp-675345,Bi5(S2Cl)3,1.4488,Indirect,1,0.0638,Stable,train,train,val,test,train
mp-27866,MoS2Cl3,1.4385,Indirect,1,0.0,Stable,val,train,val,train,test
mp-28064,SbS8Cl3,2.8648,Indirect,1,0.0,Stable,val,train,train,train,test
mp-676611,Bi7(S3Cl)3,0.9447,Indirect,1,0.17,Unstable,test,val,train,train,train
mp-1181100,IrS2Cl3O7,0.4761,Indirect,1,0.4272,Unstable,test,train,train,train,val
mp-1194026,IrS2Cl3O7,0.2995,Indirect,1,0.0541,Stable,train,test,train,train,train
mp-1199227,,3.5585,Direct,0,0.2786,Unstable,train,train,train,train,test
mp-1203684,,2.925,Indirect,1,0.2776,Unstable,train,val,train,val,test
mp-1214856,AlSNCl3,2.4413,Indirect,1,0.0853,Stable,train,train,val,test,train
mp-555688,WS2(NCl)3,0.8792,Indirect,1,0.2335,Unstable,train,train,val,train,test
mp-557085,FeS4N4Cl3,0.8885,Direct,0,0.2537,Unstable,train,test,train,train,train
mp-557331,FeS4N4Cl3,0.9611,Indirect,1,0.253,Unstable,test,train,train,train,train
mp-558545,,3.1886,Indirect,1,0.1307,Unstable,train,train,val,test,train
mp-558865,,0.9719,Indirect,1,0.2643,Unstable,train,val,train,test,train
mp-669471,HgS4(NCl)3,1.9589,Indirect,1,0.1649,Unstable,train,test,train,train,val
mp-556112,,1.9912,Indirect,1,0.0285,Stable,val,train,train,train,test
mp-559256,La4S3NCl3,2.9165,Indirect,1,0.0,Stable,test,train,train,train,train
mp-558143,Pr4S3NCl3,3.0308,Indirect,1,0.0,Stable,test,train,train,train,train
mp-559514,Nd4S3NCl3,3.0831,Indirect,1,0.0,Stable,train,test,train,train,train
mp-1214223,,1.2726,Indirect,1,0.2116,Unstable,test,train,train,val,train
mp-556418,AlSCl3O2,3.9643,Indirect,1,0.0,Stable,train,train,train,train,test
mp-560879,,2.7125,Direct,0,0.245,Unstable,train,val,test,val,val
mp-560328,Ag15P4S16Cl3,1.2888,Indirect,1,0.0,Stable,train,test,train,train,train
mp-1212663,Na22S10Cl3O40,5.0754,Direct,0,0.0372,Stable,train,train,val,test,train
mp-559558,Cu3P8(S2Cl)3,1.8726,Indirect,1,0.0,Stable,test,train,train,train,train
mp-1173865,Na21ZnS10Cl3O40,3.8486,Direct,0,0.0799,Stable,train,train,train,test,train
mp-1229155,Ag4Hg4S4BrCl3,1.5994,Indirect,1,0.0,Stable,train,train,train,test,train
mp-721012,Na13Ca7S12(ClO16)3,5.0397,Indirect,1,0.0153,Stable,train,train,train,train,test
mp-1223572,La5Ti6S3(ClO5)3,1.7769,Indirect,1,0.027,Stable,train,train,test,train,train
mp-690978,La5Ti6S3(ClO5)3,1.7566,Indirect,1,0.0273,Stable,train,train,train,test,val
mp-1204034,,0.7111,Direct,0,0.9092,Unstable,train,train,train,train,test
mp-1210318,,0.6567,Indirect,1,0.5839,Unstable,train,train,test,train,train
mp-727099,,1.3077,Indirect,1,0.6595,Unstable,test,val,val,train,train
mp-759409,,0.3388,Direct,0,0.0572,Stable,train,train,test,train,val
mp-1189737,Hg2SN(ClO)3,0.0294,Indirect,1,0.6772,Unstable,train,test,train,train,train
mp-1227756,Ca2LaGeS4Cl3,2.441,Indirect,1,0.0117,Stable,val,train,test,train,val
mp-559765,KHg2S(ClO)3,2.6937,Indirect,1,0.0515,Stable,train,test,val,train,train
mp-1191992,,1.486,Indirect,1,0.854,Unstable,test,train,train,train,train
mp-722022,,0.537,Indirect,1,1.1798,Unstable,train,test,train,train,train
mp-1223192,Na21ZnS10Cl3O40,4.351,Direct,0,0.012,Stable,train,train,train,test,train
mp-1195210,,2.6683,Direct,0,0.2388,Unstable,test,train,val,train,train
mp-1204839,,4.0119,Indirect,1,0.4015,Unstable,val,train,test,val,train
mp-23830,,2.6565,Indirect,1,0.1818,Unstable,train,train,train,train,test
mp-24764,,3.8105,Indirect,1,0.1854,Unstable,train,test,train,val,train
mp-1179444,,0.6019,Indirect,1,0.7165,Unstable,train,train,train,train,test
mp-1204366,,0.359,Direct,0,0.4286,Unstable,train,train,val,val,test
mp-1204316,,1.8301,Indirect,1,0.3613,Unstable,train,train,val,train,test
mp-738597,,2.9,Indirect,1,0.2423,Unstable,train,test,val,train,train
mp-1195191,,2.2261,Indirect,1,0.2486,Unstable,train,train,train,train,test
mp-1204771,,1.8271,Indirect,1,0.2867,Unstable,train,val,train,train,test
mp-706528,,1.4119,Indirect,1,0.4637,Unstable,test,train,train,train,train
mp-728315,,0.3419,Indirect,1,1.0548,Unstable,train,train,test,train,train
mp-572601,,3.3623,Indirect,1,0.1172,Unstable,train,test,train,train,train
mp-1209817,,0.7563,Indirect,1,0.5849,Unstable,train,val,test,train,train
mp-711343,,0.6185,Indirect,1,1.3192,Unstable,train,train,train,train,test
mp-1210452,,2.7585,Direct,0,0.0,Stable,train,train,test,train,train
mp-29051,WS9Cl4,1.2552,Direct,0,0.0,Stable,train,test,train,train,train
mp-28242,Tl6SCl4,1.7994,Direct,0,0.0157,Stable,train,test,train,val,train
mp-572970,WSCl4,1.9445,Direct,0,0.0013,Stable,test,val,train,train,train
mp-640341,Mo3S7Cl4,1.6862,Indirect,1,0.0,Stable,train,train,val,train,test
mp-1182355,Gd2SCl4,1.1898,Indirect,1,0.1309,Unstable,train,test,train,val,val
mp-29880,Sm2SCl4,3.5037,Indirect,1,0.0,Stable,train,train,train,train,test
mp-865182,Gd2SCl4,1.7563,Indirect,1,0.0,Stable,train,train,test,train,train
mp-1205307,WSCl4,1.8865,Indirect,1,0.0059,Stable,test,train,train,train,train
mp-2017401,WSCl4,2.1759,Direct,0,0.0036,Stable,train,test,val,val,val
mp-2017348,WSCl4,2.2983,Direct,0,0.0078,Stable,train,train,train,test,train
mp-2422943,WSCl4,2.0094,Indirect,1,0.0009,Stable,train,test,train,train,train
mp-27475,WSCl4,1.9734,Indirect,1,0.0011,Stable,test,val,train,val,train
mp-756473,WSCl4,1.9497,Indirect,1,0.0038,Stable,test,train,train,train,train
mp-979414,WSCl4,1.983,Indirect,1,0.0044,Stable,test,train,train,train,train
mp-558360,AlAs3S5Cl4,2.2534,Indirect,1,0.0,Stable,train,val,train,test,train
mp-561470,AuS5N5Cl4,1.7334,Indirect,1,0.3248,Unstable,val,test,train,train,train
mp-652180,,0.0706,Indirect,1,0.7804,Unstable,train,train,test,train,train
mp-1191374,Hg4S(ICl2)2,0.8916,Indirect,1,0.1669,Unstable,val,train,val,test,train
mp-1203609,FeS4(NCl)4,0.4962,Indirect,1,0.2372,Unstable,train,train,train,test,val
mp-556297,FeS3(NCl2)2,1.3014,Direct,0,0.1221,Unstable,val,train,train,test,train
mp-557272,AlS2(NCl2)2,1.0462,Indirect,1,0.1192,Unstable,val,train,train,train,test
mp-560840,TiS4(NCl)4,2.0362,Indirect,1,0.2278,Unstable,test,train,train,val,train
mp-614997,SnS16(Cl2O)2,2.123,Indirect,1,0.0471,Stable,val,train,train,test,val
mp-1200983,Re2S(ClO2)4,2.0921,Direct,0,0.0,Stable,train,val,test,train,val
mp-1180071,Pb10S(ClO3)4,0.044,Indirect,1,0.0678,Stable,train,train,train,train,test
mp-557484,BiS4N3Cl4,2.0317,Indirect,1,0.1112,Unstable,train,train,train,test,train
mp-566296,SnS8(N2Cl)4,1.6015,Direct,0,0.2596,Unstable,train,train,test,train,val
mp-1105779,ZnHg3(SCl2)2,0.0392,Indirect,1,0.3302,Unstable,test,train,val,train,train
mp-1198672,OsSeS3Cl4,1.4276,Indirect,1,0.0,Stable,test,train,train,train,train
mp-2217903,MgNb2(SCl)4,0.9003,Indirect,1,0.2306,Unstable,val,train,val,test,val
mp-2241078,MgNb2(SCl)4,0.8791,Indirect,1,0.2526,Unstable,train,train,train,train,test
mp-558270,AlS5N5Cl4,2.3109,Indirect,1,0.171,Unstable,val,test,train,train,train
mp-559963,AlS2NCl4,2.1196,Direct,0,0.0401,Stable,test,train,train,train,train
mp-560637,GaS5N5Cl4,2.3285,Indirect,1,0.1738,Unstable,train,train,train,test,train
mp-2234083,MgNb2(SCl)4,1.1116,Indirect,1,0.2411,Unstable,train,train,train,test,val
mp-561350,AlBiSCl4,2.8305,Indirect,1,0.0,Stable,train,train,train,test,train
mp-866713,ReTeSCl4,2.3274,Indirect,1,0.0,Stable,train,train,test,train,train
mp-554646,,1.9097,Indirect,1,0.3182,Unstable,train,train,train,train,test
mp-1224205,K12Mo4S11Cl4O5,2.3966,Indirect,1,0.1459,Unstable,train,val,train,val,test
mp-2229444,MgV2S4(N3Cl2)2,0.1962,Indirect,1,0.3179,Unstable,train,train,train,test,train
mp-2229416,MgV2S4(N3Cl2)2,0.4755,Indirect,1,0.3675,Unstable,train,train,test,train,train
mp-677337,,0.0948,Indirect,1,0.2873,Unstable,train,train,test,train,train
mp-1191290,Hg2SN2Cl4O3,2.7911,Indirect,1,0.8974,Unstable,train,train,val,test,train
mp-559061,K2Hg2SCl4O3,2.2126,Indirect,1,0.0325,Stable,test,train,train,train,train
mp-1179746,,0.4274,Indirect,1,1.3602,Unstable,train,train,train,train,test
mp-1198123,,4.6652,Direct,0,0.0,Stable,train,train,train,test,train
mp-1200341,,3.9804,Direct,0,0.1356,Unstable,train,val,train,train,test
mp-1201166,,1.7119,Indirect,1,0.0791,Stable,train,test,train,train,train
mp-1203285,,2.657,Direct,0,0.0064,Stable,train,test,train,train,train
mp-555090,LiBS4(ClO3)4,4.6504,Indirect,1,0.0091,Stable,test,train,train,val,train
mp-559089,,4.0102,Indirect,1,0.2511,Unstable,train,train,train,test,train
mp-1225472,GaHg3AsSCl4,2.9482,Indirect,1,0.0,Stable,train,train,val,train,test
mp-1238685,GaHg3AsSCl4,2.6601,Indirect,1,0.0002,Stable,train,train,test,train,train
mp-2229780,MgV2S4(N3Cl2)2,0.6457,Indirect,1,0.4018,Unstable,test,train,train,train,val
mp-557775,,4.1083,Direct,0,0.1307,Unstable,train,test,train,val,train
mp-556310,LiAlS3(Cl2O3)2,1.9832,Indirect,1,0.031,Stable,train,test,train,train,val
mp-560423,KBS4(ClO3)4,4.6462,Indirect,1,0.0,Stable,train,train,train,test,train
mp-1196156,,3.1283,Indirect,1,0.0335,Stable,train,val,train,test,train
mp-1197904,,3.5551,Indirect,1,0.1219,Unstable,train,test,train,train,train
mp-1204634,,0.2273,Direct,0,0.1877,Unstable,train,train,test,train,train
mp-1204695,,1.0245,Indirect,1,0.2008,Unstable,train,val,test,train,train
mp-1205052,,0.2581,Indirect,1,1.4461,Unstable,train,train,test,train,val
mp-1202327,AlCu4SbPb6S2(Cl2O13)2,0.1848,Indirect,1,0.2309,Unstable,train,val,train,train,test
mp-1202543,,0.069,Indirect,1,0.2201,Unstable,test,train,train,train,train
mp-1194676,,1.6528,Indirect,1,0.1836,Unstable,test,train,val,train,train
mp-1337931,RhSCl5,1.3047,Indirect,1,0.0064,Stable,val,train,test,train,train
mp-28192,AuSCl5,1.7772,Indirect,1,0.0,Stable,val,train,train,test,val
mp-556023,Nd3S2Cl5,3.2203,Indirect,1,0.0,Stable,train,train,train,train,test
mp-1179727,RhSCl5,1.5419,Direct,0,0.0,Stable,train,test,val,train,train
mp-30157,Dy3S2Cl5,3.4108,Indirect,1,0.0201,Stable,train,test,train,train,train
mp-657300,RhSCl5,1.5402,Indirect,1,0.0045,Stable,train,test,val,train,train
mp-559738,SbSNCl5,1.8036,Direct,0,0.1367,Unstable,train,val,train,test,train
mp-1203263,SbS8N6Cl5,1.3868,Indirect,1,0.355,Unstable,train,train,test,train,train
mp-554079,FeS3N2Cl5,1.3789,Indirect,1,0.0924,Stable,train,train,test,val,val
mp-554153,SbS4N4Cl5,1.5929,Direct,0,0.299,Unstable,train,test,train,train,train
mp-554353,TiS4(NCl)5,1.4847,Indirect,1,0.2978,Unstable,train,train,test,train,train
mp-556728,TaP2S2Cl5,2.3564,Indirect,1,0.0,Stable,train,train,test,train,train
mp-558716,WSNCl5,1.0193,Indirect,1,0.1061,Unstable,train,val,test,train,train
mp-559233,,2.3948,Indirect,1,0.2034,Unstable,train,train,train,test,train
mp-561020,NbP4(SCl)5,1.6067,Indirect,1,0.0043,Stable,train,train,train,test,train
mp-572763,TaP4(SCl)5,2.1596,Indirect,1,0.0072,Stable,val,test,train,train,val
mp-669462,,0.4743,Indirect,1,0.3034,Unstable,train,train,test,train,train
mp-679987,NbP2S2Cl5,1.705,Indirect,1,0.0,Stable,test,train,val,train,train
mp-560907,MoSeS2Cl5,2.016,Indirect,1,0.0,Stable,val,val,test,train,train
mp-573078,WSeS2Cl5,2.2845,Indirect,1,0.0275,Stable,train,train,train,train,test
mp-572707,,2.3395,Indirect,1,0.2086,Unstable,train,test,val,train,train
mp-1196151,InHg7S6Cl5,1.4549,Indirect,1,0.0,Stable,train,train,test,val,val
mp-1208658,TaP4(S2Cl)5,1.7349,Indirect,1,0.0022,Stable,train,val,train,test,train
mp-555967,TaP4S4Cl5,1.8505,Indirect,1,0.0079,Stable,val,test,train,train,train
mp-557016,TaP4S6Cl5,2.2644,Indirect,1,0.0069,Stable,train,train,train,test,train
mp-558183,MoS2N2Cl5,0.5402,Indirect,1,0.1388,Unstable,train,train,test,train,train
mp-560192,TaP4(SCl)5,2.1827,Indirect,1,0.0064,Stable,train,train,test,train,train
mp-559716,FeS4N4Cl5,0.4905,Indirect,1,0.1911,Unstable,train,train,train,train,test
mp-561160,NbP4(S2Cl)5,1.191,Indirect,1,0.0002,Stable,train,train,train,test,train
mp-1190557,Hg4BiS2Cl5,2.3713,Direct,0,0.0,Stable,test,train,train,train,train
mp-572131,SbS8Cl5O,1.5149,Indirect,1,0.2777,Unstable,test,train,train,train,train
mp-556831,AlSeS2N2Cl5,2.2488,Indirect,1,0.1734,Unstable,train,train,train,test,train
mp-638705,FeTeS2N2Cl5,1.3164,Indirect,1,0.2374,Unstable,train,train,test,train,train
mp-556186,,4.0553,Indirect,1,0.1659,Unstable,train,test,train,train,train
mp-662720,,3.7997,Direct,0,0.1679,Unstable,test,train,train,train,train
mp-729342,Rb3Bi2S2(ClO2)5,1.1148,Indirect,1,0.1986,Unstable,train,train,test,train,train
mp-560777,K3Hg3S2Cl5O6,2.3443,Indirect,1,0.0457,Stable,train,train,test,train,train
mp-624218,,2.6243,Indirect,1,0.1134,Unstable,train,test,train,train,train
mp-722501,,1.8465,Indirect,1,0.1746,Unstable,val,train,train,train,test
mp-720928,,0.5965,Direct,0,0.1031,Unstable,train,val,test,train,train
mp-28174,Pd(SCl3)2,1.7553,Indirect,1,0.0,Stable,train,val,train,test,val
mp-28575,W(S4Cl3)2,0.6399,Indirect,1,0.0,Stable,val,train,val,train,test
mp-28722,Pt(SCl3)2,1.8217,Indirect,1,0.0559,Stable,train,train,test,train,train
mp-29477,,2.9242,Indirect,1,0.0892,Stable,train,test,train,val,train
mp-559940,AlS2NCl6,1.7401,Indirect,1,0.0127,Stable,train,train,test,train,train
mp-1205421,ZrSCl6O,3.3005,Direct,0,0.0,Stable,train,test,train,train,train
mp-1213776,Cs3Re6(S4Cl3)2,0.1448,Direct,0,0.0138,Stable,train,test,train,train,val
mp-554183,ZrHg3(SCl3)2,2.5687,Direct,0,0.0,Stable,train,test,train,train,train
mp-554265,ZrSCl6O,3.2869,Indirect,1,0.0001,Stable,train,train,test,train,val
mp-557792,HfSCl6O,3.2563,Indirect,1,0.0,Stable,train,train,train,test,train
mp-560517,TiSCl6O,2.6561,Indirect,1,0.0208,Stable,train,test,train,train,train
mp-561355,TiSCl6O,2.6504,Indirect,1,0.022,Stable,train,train,val,train,test
mp-558135,Ti4S8Cl6O,1.597,Indirect,1,0.0,Stable,test,train,train,val,val
mp-554370,TiSCl6O,2.6537,Indirect,1,0.0222,Stable,test,train,val,train,val
mp-559350,ZrS4(N2Cl3)2,1.5597,Direct,0,0.1689,Unstable,val,test,val,train,train
mp-608398,NbSNCl6,1.8326,Indirect,1,0.0937,Stable,test,val,val,train,train
mp-647878,SbS5N5Cl6,1.7915,Indirect,1,0.2878,Unstable,train,test,train,val,train
mp-1208924,Ti4S24Cl6O,1.0792,Direct,0,0.0,Stable,train,val,test,train,train
mp-555056,SbS2NCl6,1.6653,Direct,0,0.1244,Unstable,val,train,test,train,train
mp-1197977,,3.6248,Direct,0,0.1789,Unstable,test,val,train,train,train
mp-1200783,KB6S4(Cl3O4)2,1.7539,Indirect,1,0.5651,Unstable,train,train,train,test,train
mp-1204112,,2.1793,Indirect,1,0.1757,Unstable,val,train,test,train,train
mp-1196966,LiB6S4(Cl3O4)2,1.5094,Indirect,1,0.5758,Unstable,val,train,train,test,val
mp-866812,UTa2S6Cl6O,0.183,Indirect,1,0.0,Stable,train,train,train,train,test
mp-1201123,RbB6S2(Cl3O2)2,1.7797,Indirect,1,0.5303,Unstable,train,test,train,val,train
mp-2239851,MgSbS2NCl6,0.764,Indirect,1,0.2111,Unstable,val,val,train,train,test
mp-559879,,2.6688,Direct,0,0.1316,Unstable,train,train,train,test,val
mp-2217785,MgSbS2NCl6,0.1388,Indirect,1,0.306,Unstable,test,val,train,train,train
mp-2223676,MgSbS2NCl6,0.7927,Indirect,1,0.2111,Unstable,train,test,train,train,train
mp-1200711,,2.5541,Indirect,1,0.2437,Unstable,val,train,test,train,train
mp-561214,,2.046,Direct,0,0.1568,Unstable,train,val,train,train,test
mp-1204218,,2.6062,Direct,0,0.1677,Unstable,test,train,train,train,val
mp-1198926,,1.04,Indirect,1,0.0568,Stable,test,train,train,train,train
mp-698272,,1.1369,Indirect,1,0.1966,Unstable,val,train,train,test,train
mp-1220771,,0.09,Indirect,1,0.6288,Unstable,test,train,val,train,train
mp-29264,,1.6685,Indirect,1,0.0,Stable,val,train,test,train,train
mp-556587,AuSCl7,1.8191,Direct,0,0.0,Stable,test,val,train,val,train
mp-649334,FeSCl7,1.4278,Indirect,1,0.0,Stable,val,val,train,val,test
mp-866711,FeSCl7,0.6859,Direct,0,0.0544,Stable,test,train,train,train,train
mp-680059,Re3(SCl)7,1.6865,Indirect,1,0.0,Stable,train,train,val,test,train
mp-555805,AlSCl7,2.4961,Direct,0,0.0,Stable,test,train,train,train,train
mp-555282,Ga2S5N5Cl7,2.519,Indirect,1,0.1301,Unstable,train,val,test,train,train
mp-585964,SbS3N2Cl7,1.8447,Indirect,1,0.1512,Unstable,train,train,train,train,test
mp-699535,MoSCl7O,1.8759,Indirect,1,0.164,Unstable,train,train,test,train,val
mp-1217392,Tl5Re6S8Cl7,2.349,Indirect,1,0.0015,Stable,train,train,val,train,test
mp-1228296,Cs5Re6S8Cl7,2.6061,Direct,0,0.0,Stable,train,train,test,train,train
mp-554511,Cu7P12S9Cl7,1.5236,Indirect,1,0.0157,Stable,test,train,val,val,train
